ICD10,relationship,ICD9
R71.0,<9-10>,790.01
R71.8,<9-10>,790.09
R70.0,<9-10>,790.1
R73.01,<9-10>,790.21
R73.02,<9-10>,790.22
R73.09,<9-10>,790.29
R78.0,<9-10>,790.3
R74.0,<9-10>,790.4
R74.8,<9-10>,790.5
R78.89,<9-10>,790.6
R78.81,<9-10>,790.7
B34.9,<9-10>,790.8
R79.81,<9-10>,790.91
R79.1,<9-10>,790.92
R97.2,<9-10>,790.93
E07.81,<9-10>,790.94
R79.82,<9-10>,790.95
R78.89,<9-10>,790.99
R80.3,<9-10>,791.0
R82.0,<9-10>,791.1
R82.3,<9-10>,791.2
R82.1,<9-10>,791.3
R82.2,<9-10>,791.4
R81,<9-10>,791.5
R82.4,<9-10>,791.6
R82.99,<9-10>,791.7
R82.5,<9-10>,791.9
R83.9,<9-10>,792.0
R19.5,<9-10>,792.1
R86.9,<9-10>,792.2
R85.9,<9-10>,792.4
R88.0,<9-10>,792.5
R84.9,<9-10>,792.9
R93.0,<9-10>,793.0
R91.1,<9-10>,793.11
R91.8,<9-10>,793.19
R93.1,<9-10>,793.2
R93.2,<9-10>,793.3
R93.3,<9-10>,793.4
R93.4,<9-10>,793.5
R93.5,<9-10>,793.6
R93.6,<9-10>,793.7
R92.8,<9-10>,793.80
R92.0,<9-10>,793.81
R92.2,<9-10>,793.82
R92.8,<9-10>,793.89
R93.9,<9-10>,793.91
R93.8,<9-10>,793.99
R94.09,<9-10>,794.00
R90.81,<9-10>,794.01
R94.01,<9-10>,794.02
R94.02,<9-10>,794.09
R94.130,<9-10>,794.10
R94.111,<9-10>,794.11
R94.110,<9-10>,794.12
R94.112,<9-10>,794.13
R94.113,<9-10>,794.14
R94.120,<9-10>,794.15
R94.121,<9-10>,794.16
R94.131,<9-10>,794.17
R94.118,<9-10>,794.19
R94.2,<9-10>,794.2
R94.30,<9-10>,794.30
R94.31,<9-10>,794.31
R94.39,<9-10>,794.39
R94.4,<9-10>,794.4
R94.6,<9-10>,794.5
R94.7,<9-10>,794.6
R94.8,<9-10>,794.7
R94.5,<9-10>,794.8
R94.8,<9-10>,794.9
R87.610,<9-10>,795.01
R87.611,<9-10>,795.02
R87.612,<9-10>,795.03
R87.613,<9-10>,795.04
R87.810,<9-10>,795.05
R87.614,<9-10>,795.06
R87.616,<9-10>,795.07
R87.615,<9-10>,795.08
R87.820,<9-10>,795.09
R87.628,<9-10>,795.10
R87.620,<9-10>,795.11
R87.621,<9-10>,795.12
R87.622,<9-10>,795.13
R87.623,<9-10>,795.14
R87.811,<9-10>,795.15
R87.624,<9-10>,795.16
R87.625,<9-10>,795.18
R87.628,<9-10>,795.19
R89.8,<9-10>,795.2
R89.9,<9-10>,795.39
R89.7,<9-10>,795.4
R76.11,<9-10>,795.51
R76.12,<9-10>,795.52
R76.8,<9-10>,795.6
R75,<9-10>,795.71
R76.0,<9-10>,795.79
R97.0,<9-10>,795.81
R97.1,<9-10>,795.82
R97.8,<9-10>,795.89
R82.5,<9-10>,796.0
R29.2,<9-10>,796.1
R03.0,<9-10>,796.2
R03.1,<9-10>,796.3
R68.89,<9-10>,796.4
O28.9,<9-10>,796.5
P09,<9-10>,796.6
R85.619,<9-10>,796.70
R85.610,<9-10>,796.71
R85.611,<9-10>,796.72
R85.612,<9-10>,796.73
R85.613,<9-10>,796.74
R85.81,<9-10>,796.75
R85.614,<9-10>,796.76
R85.616,<9-10>,796.77
R85.615,<9-10>,796.78
R85.618,<9-10>,796.79
R68.89,<9-10>,796.9
R41.81,<9-10>,797
R99,<9-10>,798.0
R09.01,<9-10>,799.01
R09.02,<9-10>,799.02
R09.2,<9-10>,799.1
R45.0,<9-10>,799.21
R45.4,<9-10>,799.22
R45.87,<9-10>,799.23
R45.86,<9-10>,799.24
R45.3,<9-10>,799.25
R45.89,<9-10>,799.29
R53.81,<9-10>,799.3
R64,<9-10>,799.4
R41.840,<9-10>,799.51
R41.841,<9-10>,799.52
R41.842,<9-10>,799.53
R41.843,<9-10>,799.54
R41.844,<9-10>,799.55
R41.89,<9-10>,799.59
R68.82,<9-10>,799.81
R68.13,<9-10>,799.82
R69,<9-10>,799.89
R69,<9-10>,799.9
S02.0XXA,<9-10>,800.00
S02.0XXB,<9-10>,800.50
S02.10XA,<9-10>,801.00
S02.10XB,<9-10>,801.50
S02.2XXA,<9-10>,802.0
S02.2XXB,<9-10>,802.1
S02.609A,<9-10>,802.20
S02.61XA,<9-10>,802.21
S02.62XA,<9-10>,802.22
S02.63XA,<9-10>,802.23
S02.64XA,<9-10>,802.24
S02.65XA,<9-10>,802.25
S02.66XA,<9-10>,802.26
S02.67XA,<9-10>,802.27
S02.600A,<9-10>,802.28
S02.609B,<9-10>,802.30
S02.61XB,<9-10>,802.31
S02.62XB,<9-10>,802.32
S02.63XB,<9-10>,802.33
S02.64XB,<9-10>,802.34
S02.65XB,<9-10>,802.35
S02.66XB,<9-10>,802.36
S02.67XB,<9-10>,802.37
S02.600B,<9-10>,802.38
S02.400A,<9-10>,802.4
S02.400B,<9-10>,802.5
S02.3XXA,<9-10>,802.6
S02.3XXB,<9-10>,802.7
S02.42XA,<9-10>,802.8
S02.42XB,<9-10>,802.9
S02.91XA,<9-10>,803.00
S02.91XB,<9-10>,803.50
S12.9XXA,<9-10>,805.00
S12.000A,<9-10>,805.01
S12.100A,<9-10>,805.02
S12.200A,<9-10>,805.03
S12.300A,<9-10>,805.04
S12.400A,<9-10>,805.05
S12.500A,<9-10>,805.06
S12.600A,<9-10>,805.07
S12.000B,<9-10>,805.11
S12.100B,<9-10>,805.12
S12.200B,<9-10>,805.13
S12.300B,<9-10>,805.14
S12.400B,<9-10>,805.15
S12.500B,<9-10>,805.16
S12.600B,<9-10>,805.17
S22.009A,<9-10>,805.2
S22.009B,<9-10>,805.3
S32.009A,<9-10>,805.4
S32.009B,<9-10>,805.5
S32.10XA,<9-10>,805.6
S32.10XB,<9-10>,805.7
S22.39XA,<9-10>,807.00
S22.39XA,<9-10>,807.01
S22.49XA,<9-10>,807.02
S22.49XA,<9-10>,807.09
S22.39XB,<9-10>,807.11
S22.49XB,<9-10>,807.12
S22.49XB,<9-10>,807.19
S22.20XA,<9-10>,807.2
S22.20XB,<9-10>,807.3
S22.5XXA,<9-10>,807.4
S12.8XXA,<9-10>,807.5
S32.409A,<9-10>,808.0
S32.409B,<9-10>,808.1
S32.501A,<9-10>,808.2
S32.501B,<9-10>,808.3
S32.309A,<9-10>,808.41
S32.609A,<9-10>,808.42
S32.810A,<9-10>,808.43
S32.82XA,<9-10>,808.44
S32.89XA,<9-10>,808.49
S32.309B,<9-10>,808.51
S32.609B,<9-10>,808.52
S32.810B,<9-10>,808.53
S32.82XB,<9-10>,808.54
S32.89XB,<9-10>,808.59
S32.9XXA,<9-10>,808.8
S32.9XXB,<9-10>,808.9
S22.9XXA,<9-10>,809.0
S22.9XXB,<9-10>,809.1
S42.009A,<9-10>,810.00
S42.013A,<9-10>,810.01
S42.023A,<9-10>,810.02
S42.033A,<9-10>,810.03
S42.009B,<9-10>,810.10
S42.013B,<9-10>,810.11
S42.023B,<9-10>,810.12
S42.033B,<9-10>,810.13
S42.109A,<9-10>,811.00
S42.123A,<9-10>,811.01
S42.133A,<9-10>,811.02
S42.143A,<9-10>,811.03
S42.113A,<9-10>,811.09
S42.109B,<9-10>,811.10
S42.123B,<9-10>,811.11
S42.133B,<9-10>,811.12
S42.143B,<9-10>,811.13
S42.113B,<9-10>,811.19
S42.209A,<9-10>,812.00
S42.213A,<9-10>,812.01
S42.293A,<9-10>,812.02
S42.253A,<9-10>,812.03
S42.293A,<9-10>,812.09
S42.209B,<9-10>,812.10
S42.213B,<9-10>,812.11
S42.293B,<9-10>,812.12
S42.253B,<9-10>,812.13
S42.293B,<9-10>,812.19
S42.309A,<9-10>,812.20
S42.399A,<9-10>,812.21
S42.309B,<9-10>,812.30
S42.399B,<9-10>,812.31
S42.409A,<9-10>,812.40
S42.413A,<9-10>,812.41
S42.433A,<9-10>,812.42
S42.443A,<9-10>,812.43
S42.473A,<9-10>,812.44
S42.493A,<9-10>,812.49
S42.409B,<9-10>,812.50
S42.413B,<9-10>,812.51
S42.453B,<9-10>,812.52
S42.463B,<9-10>,812.53
S42.473B,<9-10>,812.54
S42.493B,<9-10>,812.59
S52.023A,<9-10>,813.01
S52.043A,<9-10>,813.02
S52.279A,<9-10>,813.03
S52.009A,<9-10>,813.04
S52.123A,<9-10>,813.05
S52.133A,<9-10>,813.06
S52.109A,<9-10>,813.07
S52.023B,<9-10>,813.11
S52.043B,<9-10>,813.12
S52.279B,<9-10>,813.13
S52.009B,<9-10>,813.14
S52.123B,<9-10>,813.15
S52.133B,<9-10>,813.16
S52.109B,<9-10>,813.17
S52.309A,<9-10>,813.21
S52.209A,<9-10>,813.22
S52.309B,<9-10>,813.31
S52.209B,<9-10>,813.32
S52.539A,<9-10>,813.41
S52.509A,<9-10>,813.42
S52.609A,<9-10>,813.43
S52.119A,<9-10>,813.45
S52.019A,<9-10>,813.46
S52.539B,<9-10>,813.51
S52.509B,<9-10>,813.52
S52.609B,<9-10>,813.53
S52.90XA,<9-10>,813.80
S52.90XB,<9-10>,813.90
S62.109A,<9-10>,814.00
S62.009A,<9-10>,814.01
S62.123A,<9-10>,814.02
S62.113A,<9-10>,814.03
S62.163A,<9-10>,814.04
S62.173A,<9-10>,814.05
S62.183A,<9-10>,814.06
S62.133A,<9-10>,814.07
S62.143A,<9-10>,814.08
S62.153A,<9-10>,814.09
S62.109B,<9-10>,814.10
S62.009B,<9-10>,814.11
S62.123B,<9-10>,814.12
S62.113B,<9-10>,814.13
S62.163B,<9-10>,814.14
S62.173B,<9-10>,814.15
S62.183B,<9-10>,814.16
S62.133B,<9-10>,814.17
S62.143B,<9-10>,814.18
S62.153B,<9-10>,814.19
S62.309A,<9-10>,815.00
S62.233A,<9-10>,815.01
S62.319A,<9-10>,815.02
S62.329A,<9-10>,815.03
S62.339A,<9-10>,815.04
S62.399A,<9-10>,815.09
S62.309B,<9-10>,815.10
S62.233B,<9-10>,815.11
S62.319B,<9-10>,815.12
S62.329B,<9-10>,815.13
S62.339B,<9-10>,815.14
S62.399B,<9-10>,815.19
S62.509A,<9-10>,816.00
S62.513A,<9-10>,816.01
S62.523A,<9-10>,816.02
S62.90XA,<9-10>,816.03
S62.509B,<9-10>,816.10
S62.513B,<9-10>,816.11
S62.523B,<9-10>,816.12
S62.90XA,<9-10>,817.0
S62.90XB,<9-10>,818.1
S72.019A,<9-10>,820.00
S72.023A,<9-10>,820.01
S72.033A,<9-10>,820.02
S72.043A,<9-10>,820.03
S72.099A,<9-10>,820.09
S72.019B,<9-10>,820.10
S72.023B,<9-10>,820.11
S72.033B,<9-10>,820.12
S72.043B,<9-10>,820.13
S72.099B,<9-10>,820.19
S72.109A,<9-10>,820.20
S72.143A,<9-10>,820.21
S72.23XA,<9-10>,820.22
S72.109B,<9-10>,820.30
S72.143B,<9-10>,820.31
S72.23XB,<9-10>,820.32
S72.009A,<9-10>,820.8
S72.009B,<9-10>,820.9
S72.90XA,<9-10>,821.00
S72.309A,<9-10>,821.01
S72.90XB,<9-10>,821.10
S72.309B,<9-10>,821.11
S72.409A,<9-10>,821.20
S72.413A,<9-10>,821.21
S72.443A,<9-10>,821.22
S72.453A,<9-10>,821.23
S72.499A,<9-10>,821.29
S72.409B,<9-10>,821.30
S72.413B,<9-10>,821.31
S72.443B,<9-10>,821.32
S72.453B,<9-10>,821.33
S72.499B,<9-10>,821.39
S82.009A,<9-10>,822.0
S82.009B,<9-10>,822.1
S82.109A,<9-10>,823.00
S82.839A,<9-10>,823.01
S82.109B,<9-10>,823.10
S82.839B,<9-10>,823.11
S82.209A,<9-10>,823.20
S82.409A,<9-10>,823.21
S82.209B,<9-10>,823.30
S82.409B,<9-10>,823.31
S82.169A,<9-10>,823.40
S82.819A,<9-10>,823.41
S82.201A,<9-10>,823.80
S82.401A,<9-10>,823.81
S82.201B,<9-10>,823.90
S82.401B,<9-10>,823.91
S82.53XA,<9-10>,824.0
S82.53XB,<9-10>,824.1
S82.63XA,<9-10>,824.2
S82.63XB,<9-10>,824.3
S82.843A,<9-10>,824.4
S82.843B,<9-10>,824.5
S82.853A,<9-10>,824.6
S82.853B,<9-10>,824.7
S82.899A,<9-10>,824.8
S82.899B,<9-10>,824.9
S92.009A,<9-10>,825.0
S92.009B,<9-10>,825.1
S92.909A,<9-10>,825.20
S92.109A,<9-10>,825.21
S92.253A,<9-10>,825.22
S92.213A,<9-10>,825.23
S92.223A,<9-10>,825.24
S92.309A,<9-10>,825.25
S92.209A,<9-10>,825.29
S92.909B,<9-10>,825.30
S92.109B,<9-10>,825.31
S92.253B,<9-10>,825.32
S92.213B,<9-10>,825.33
S92.223B,<9-10>,825.34
S92.309B,<9-10>,825.35
S92.209B,<9-10>,825.39
S92.403A,<9-10>,826.0
S92.403B,<9-10>,826.1
S03.0XXA,<9-10>,830.0
S43.006A,<9-10>,831.00
S43.016A,<9-10>,831.01
S43.026A,<9-10>,831.02
S43.036A,<9-10>,831.03
S43.109A,<9-10>,831.04
S43.086A,<9-10>,831.09
S53.006A,<9-10>,832.00
S53.016A,<9-10>,832.01
S53.026A,<9-10>,832.02
S53.136A,<9-10>,832.03
S53.146A,<9-10>,832.04
S53.096A,<9-10>,832.09
S53.033A,<9-10>,832.2
S63.006A,<9-10>,833.00
S63.016A,<9-10>,833.01
S63.026A,<9-10>,833.02
S63.036A,<9-10>,833.03
S63.056A,<9-10>,833.04
S63.066A,<9-10>,833.05
S63.076A,<9-10>,833.09
S63.106A,<9-10>,834.00
S63.116A,<9-10>,834.01
S63.126A,<9-10>,834.02
S73.006A,<9-10>,835.00
S73.016A,<9-10>,835.01
S73.026A,<9-10>,835.02
S73.036A,<9-10>,835.03
S83.219A,<9-10>,836.0
S83.289A,<9-10>,836.1
S83.209A,<9-10>,836.2
S83.006A,<9-10>,836.3
S83.106A,<9-10>,836.50
S83.116A,<9-10>,836.51
S83.126A,<9-10>,836.52
S83.136A,<9-10>,836.53
S83.146A,<9-10>,836.54
S83.196A,<9-10>,836.59
S93.06XA,<9-10>,837.0
S93.306A,<9-10>,838.00
S93.316A,<9-10>,838.02
S93.326A,<9-10>,838.03
S93.336A,<9-10>,838.04
S93.129A,<9-10>,838.05
S93.119A,<9-10>,838.06
S93.106A,<9-10>,838.09
S13.101A,<9-10>,839.00
S13.111A,<9-10>,839.01
S13.121A,<9-10>,839.02
S13.131A,<9-10>,839.03
S13.141A,<9-10>,839.04
S13.151A,<9-10>,839.05
S13.161A,<9-10>,839.06
S13.171A,<9-10>,839.07
S13.101A,<9-10>,839.08
S33.101A,<9-10>,839.20
S23.101A,<9-10>,839.21
S23.20XA,<9-10>,839.40
S33.2XXA,<9-10>,839.41
S33.2XXA,<9-10>,839.42
S33.39XA,<9-10>,839.49
S43.206A,<9-10>,839.61
S03.1XXA,<9-10>,839.69
S43.50XA,<9-10>,840.0
S43.80XA,<9-10>,840.1
S43.419A,<9-10>,840.2
S43.80XA,<9-10>,840.3
S43.429A,<9-10>,840.4
S43.80XA,<9-10>,840.5
S43.80XA,<9-10>,840.6
S43.439A,<9-10>,840.7
S43.499A,<9-10>,840.8
S43.409A,<9-10>,840.9
S53.439A,<9-10>,841.0
S53.449A,<9-10>,841.1
S53.419A,<9-10>,841.2
S53.429A,<9-10>,841.3
S53.499A,<9-10>,841.8
S53.409A,<9-10>,841.9
S63.509A,<9-10>,842.00
S63.519A,<9-10>,842.01
S63.329A,<9-10>,842.02
S63.599A,<9-10>,842.09
S63.90XA,<9-10>,842.10
S63.649A,<9-10>,842.12
S63.629A,<9-10>,842.13
S63.8X9A,<9-10>,842.19
S73.119A,<9-10>,843.0
S73.129A,<9-10>,843.1
S73.199A,<9-10>,843.8
S73.109A,<9-10>,843.9
S83.429A,<9-10>,844.0
S83.419A,<9-10>,844.1
S83.509A,<9-10>,844.2
S83.60XA,<9-10>,844.3
S83.8X9A,<9-10>,844.8
S83.90XA,<9-10>,844.9
S93.409A,<9-10>,845.00
S93.429A,<9-10>,845.01
S93.419A,<9-10>,845.02
S93.439A,<9-10>,845.03
S86.019A,<9-10>,845.09
S93.609A,<9-10>,845.10
S93.629A,<9-10>,845.11
S93.529A,<9-10>,845.12
S93.519A,<9-10>,845.13
S93.699A,<9-10>,845.19
S33.8XXA,<9-10>,846.0
S33.6XXA,<9-10>,846.1
S33.9XXA,<9-10>,846.9
S13.4XXA,<9-10>,847.0
S23.3XXA,<9-10>,847.1
S33.5XXA,<9-10>,847.2
S23.9XXA,<9-10>,847.9
S03.8XXA,<9-10>,848.0
S03.4XXA,<9-10>,848.1
S13.5XXA,<9-10>,848.2
S23.41XA,<9-10>,848.3
S23.429A,<9-10>,848.40
S23.420A,<9-10>,848.41
S23.421A,<9-10>,848.42
S23.428A,<9-10>,848.49
S33.8XXA,<9-10>,848.5
S03.9XXA,<9-10>,848.8
S06.0X0A,<9-10>,850.0
S06.0X1A,<9-10>,850.11
S06.0X2A,<9-10>,850.12
S06.0X3A,<9-10>,850.2
S06.0X5A,<9-10>,850.3
S06.0X6A,<9-10>,850.4
S06.0X9A,<9-10>,850.5
S06.370A,<9-10>,851.41
S06.371A,<9-10>,851.42
S06.373A,<9-10>,851.43
S06.375A,<9-10>,851.44
S06.376A,<9-10>,851.45
S06.379A,<9-10>,851.46
S06.370A,<9-10>,851.61
S06.371A,<9-10>,851.62
S06.373A,<9-10>,851.63
S06.375A,<9-10>,851.64
S06.376A,<9-10>,851.65
S06.379A,<9-10>,851.66
S06.330A,<9-10>,851.81
S06.331A,<9-10>,851.82
S06.333A,<9-10>,851.83
S06.335A,<9-10>,851.84
S06.336A,<9-10>,851.85
S06.339A,<9-10>,851.86
S06.6X0A,<9-10>,852.01
S06.6X1A,<9-10>,852.02
S06.6X3A,<9-10>,852.03
S06.6X5A,<9-10>,852.04
S06.6X6A,<9-10>,852.05
S06.6X9A,<9-10>,852.06
S06.5X0A,<9-10>,852.21
S06.5X1A,<9-10>,852.22
S06.5X3A,<9-10>,852.23
S06.5X5A,<9-10>,852.24
S06.5X6A,<9-10>,852.25
S06.5X9A,<9-10>,852.26
S06.4X0A,<9-10>,852.41
S06.4X1A,<9-10>,852.42
S06.4X3A,<9-10>,852.43
S06.4X5A,<9-10>,852.44
S06.4X6A,<9-10>,852.45
S06.4X9A,<9-10>,852.46
S06.360A,<9-10>,853.01
S06.361A,<9-10>,853.02
S06.363A,<9-10>,853.03
S06.365A,<9-10>,853.04
S06.366A,<9-10>,853.05
S06.369A,<9-10>,853.06
S06.1X0A,<9-10>,854.01
S06.1X1A,<9-10>,854.02
S06.1X3A,<9-10>,854.03
S06.1X5A,<9-10>,854.04
S06.1X6A,<9-10>,854.05
S06.1X9A,<9-10>,854.06
S27.0XXA,<9-10>,860.0
S27.1XXA,<9-10>,860.2
S27.2XXA,<9-10>,860.4
S26.10XA,<9-10>,861.00
S26.91XA,<9-10>,861.01
S26.92XA,<9-10>,861.02
S26.92XA,<9-10>,861.03
S27.309A,<9-10>,861.20
S27.329A,<9-10>,861.21
S27.339A,<9-10>,861.22
S27.809A,<9-10>,862.0
S27.409A,<9-10>,862.21
S27.819A,<9-10>,862.22
S27.899A,<9-10>,862.29
S27.9XXA,<9-10>,862.8
S21.309A,<9-10>,862.9
S36.30XA,<9-10>,863.0
S36.409A,<9-10>,863.20
S36.400A,<9-10>,863.21
S36.408A,<9-10>,863.29
S36.509A,<9-10>,863.40
S36.500A,<9-10>,863.41
S36.501A,<9-10>,863.42
S36.502A,<9-10>,863.43
S36.503A,<9-10>,863.44
S36.60XA,<9-10>,863.45
S36.508A,<9-10>,863.46
S36.508A,<9-10>,863.49
S36.200A,<9-10>,863.81
S36.201A,<9-10>,863.82
S36.202A,<9-10>,863.83
S36.209A,<9-10>,863.84
S36.899A,<9-10>,863.85
S36.899A,<9-10>,863.89
S36.119A,<9-10>,864.00
S36.112A,<9-10>,864.01
S36.114A,<9-10>,864.02
S36.115A,<9-10>,864.03
S36.116A,<9-10>,864.04
S36.113A,<9-10>,864.05
S36.118A,<9-10>,864.09
S36.00XA,<9-10>,865.00
S36.029A,<9-10>,865.01
S36.030A,<9-10>,865.02
S36.031A,<9-10>,865.03
S36.032A,<9-10>,865.04
S36.09XA,<9-10>,865.09
S37.009A,<9-10>,866.00
S37.019A,<9-10>,866.01
S37.039A,<9-10>,866.02
S37.069A,<9-10>,866.03
S37.20XA,<9-10>,867.0
S37.10XA,<9-10>,867.2
S37.60XA,<9-10>,867.4
S37.409A,<9-10>,867.6
S37.90XA,<9-10>,867.8
S36.90XA,<9-10>,868.00
S37.819A,<9-10>,868.01
S36.129A,<9-10>,868.02
S36.81XA,<9-10>,868.03
S36.899A,<9-10>,868.04
S36.899A,<9-10>,868.09
S31.001A,<9-10>,868.14
S36.90XA,<9-10>,869.0
S01.119A,<9-10>,870.0
S01.119A,<9-10>,870.2
S05.40XA,<9-10>,870.3
S05.40XA,<9-10>,870.4
S01.109A,<9-10>,870.9
S05.30XA,<9-10>,871.0
S05.20XA,<9-10>,871.1
S05.20XA,<9-10>,871.2
S05.70XA,<9-10>,871.3
S05.50XA,<9-10>,871.5
S05.50XA,<9-10>,871.6
S05.60XA,<9-10>,871.7
S05.90XA,<9-10>,871.9
S01.309A,<9-10>,872.00
S01.309A,<9-10>,872.01
S01.329A,<9-10>,872.10
S09.20XA,<9-10>,872.61
S09.309A,<9-10>,872.62
S09.309A,<9-10>,872.63
S09.309A,<9-10>,872.64
S09.399A,<9-10>,872.69
S09.20XA,<9-10>,872.71
S09.91XA,<9-10>,872.8
S01.00XA,<9-10>,873.0
S01.02XA,<9-10>,873.1
S01.20XA,<9-10>,873.20
S08.811A,<9-10>,873.29
S01.22XA,<9-10>,873.30
S01.409A,<9-10>,873.41
S01.80XA,<9-10>,873.42
S01.501A,<9-10>,873.43
S01.409A,<9-10>,873.44
S01.80XA,<9-10>,873.49
S01.429A,<9-10>,873.51
S01.82XA,<9-10>,873.52
S01.521A,<9-10>,873.53
S01.422A,<9-10>,873.54
S01.82XA,<9-10>,873.59
S01.502A,<9-10>,873.60
S02.5XXA,<9-10>,873.63
S01.522A,<9-10>,873.70
S01.90XA,<9-10>,873.8
S01.90XA,<9-10>,873.9
S11.019A,<9-10>,874.01
S11.029A,<9-10>,874.02
S11.012A,<9-10>,874.11
S11.022A,<9-10>,874.12
S11.10XA,<9-10>,874.2
S11.12XA,<9-10>,874.3
S11.20XA,<9-10>,874.4
S11.22XA,<9-10>,874.5
S11.80XA,<9-10>,874.8
S11.82XA,<9-10>,874.9
S21.109A,<9-10>,875.0
S21.129A,<9-10>,875.1
S21.209A,<9-10>,876.0
S31.020A,<9-10>,876.1
S31.809A,<9-10>,877.0
S31.802A,<9-10>,877.1
S31.20XA,<9-10>,878.0
S31.22XA,<9-10>,878.1
S31.30XA,<9-10>,878.2
S31.32XA,<9-10>,878.3
S31.40XA,<9-10>,878.4
S31.42XA,<9-10>,878.5
S31.40XA,<9-10>,878.6
S31.42XA,<9-10>,878.7
S31.501A,<9-10>,878.8
S31.522A,<9-10>,878.9
S21.009A,<9-10>,879.0
S21.029A,<9-10>,879.1
S31.102A,<9-10>,879.2
S31.122A,<9-10>,879.3
S31.109A,<9-10>,879.4
S31.129A,<9-10>,879.5
S31.000A,<9-10>,879.6
S31.020A,<9-10>,879.7
S31.020A,<9-10>,879.9
S41.009A,<9-10>,880.00
S41.009A,<9-10>,880.01
S41.009A,<9-10>,880.02
S41.109A,<9-10>,880.03
S41.109A,<9-10>,880.09
S41.029A,<9-10>,880.10
S41.029A,<9-10>,880.11
S41.029A,<9-10>,880.12
S41.129A,<9-10>,880.13
S41.129A,<9-10>,880.19
S46.929A,<9-10>,880.20
S51.809A,<9-10>,881.00
S51.009A,<9-10>,881.01
S61.509A,<9-10>,881.02
S51.829A,<9-10>,881.10
S51.029A,<9-10>,881.11
S61.529A,<9-10>,881.12
S56.929A,<9-10>,881.20
S66.929A,<9-10>,881.22
S61.409A,<9-10>,882.0
S61.429A,<9-10>,882.1
S66.929A,<9-10>,882.2
S61.209A,<9-10>,883.0
S61.229A,<9-10>,883.1
S41.009A,<9-10>,884.0
S41.029A,<9-10>,884.1
S68.019A,<9-10>,885.0
S68.119A,<9-10>,886.0
S58.119A,<9-10>,887.0
S48.019A,<9-10>,887.2
S48.919A,<9-10>,887.4
S71.009A,<9-10>,890.0
S71.029A,<9-10>,890.1
S76.929A,<9-10>,890.2
S81.009A,<9-10>,891.0
S81.029A,<9-10>,891.1
S86.929A,<9-10>,891.2
S91.309A,<9-10>,892.0
S91.329A,<9-10>,892.1
S91.109A,<9-10>,893.0
S91.129A,<9-10>,893.1
S71.029A,<9-10>,894.1
S98.119A,<9-10>,895.0
S98.019A,<9-10>,896.0
S88.119A,<9-10>,897.0
S78.019A,<9-10>,897.2
S88.919A,<9-10>,897.4
S15.009A,<9-10>,900.00
S15.309A,<9-10>,900.1
S15.209A,<9-10>,900.81
S15.8XXA,<9-10>,900.82
S09.0XXA,<9-10>,900.89
S15.9XXA,<9-10>,900.9
S25.00XA,<9-10>,901.0
S25.109A,<9-10>,901.1
S25.20XA,<9-10>,901.2
S25.309A,<9-10>,901.3
S25.409A,<9-10>,901.40
S25.409A,<9-10>,901.41
S25.409A,<9-10>,901.42
S25.509A,<9-10>,901.81
S25.809A,<9-10>,901.82
S25.809A,<9-10>,901.89
S25.90XA,<9-10>,901.9
S35.00XA,<9-10>,902.0
S35.10XA,<9-10>,902.10
S35.299A,<9-10>,902.20
S35.219A,<9-10>,902.24
S35.229A,<9-10>,902.25
S35.239A,<9-10>,902.27
S35.339A,<9-10>,902.31
S35.349A,<9-10>,902.32
S35.319A,<9-10>,902.33
S35.329A,<9-10>,902.34
S35.403A,<9-10>,902.40
S35.403A,<9-10>,902.41
S35.406A,<9-10>,902.42
S35.403A,<9-10>,902.49
S35.513A,<9-10>,902.51
S35.516A,<9-10>,902.52
S35.513A,<9-10>,902.53
S35.516A,<9-10>,902.54
S35.533A,<9-10>,902.55
S35.536A,<9-10>,902.56
S35.59XA,<9-10>,902.59
S35.8X9A,<9-10>,902.89
S35.90XA,<9-10>,902.9
S45.809A,<9-10>,903.00
S45.009A,<9-10>,903.01
S45.209A,<9-10>,903.02
S45.109A,<9-10>,903.1
S55.109A,<9-10>,903.2
S55.009A,<9-10>,903.3
S65.209A,<9-10>,903.4
S65.409A,<9-10>,903.5
S45.809A,<9-10>,903.8
S45.909A,<9-10>,903.9
S75.009A,<9-10>,904.0
S75.009A,<9-10>,904.1
S75.109A,<9-10>,904.2
S75.209A,<9-10>,904.3
S85.009A,<9-10>,904.41
S85.509A,<9-10>,904.42
S85.109A,<9-10>,904.50
S85.139A,<9-10>,904.51
S85.169A,<9-10>,904.53
S95.109A,<9-10>,904.6
S75.809A,<9-10>,904.7
S75.909A,<9-10>,904.8
S02.0XXS,<9-10>,905.0
S12.9XXS,<9-10>,905.1
M84.429S,<9-10>,905.2
M84.459S,<9-10>,905.3
M84.369S,<9-10>,905.4
M84.40XS,<9-10>,905.5
S03.0XXS,<9-10>,905.6
S03.9XXS,<9-10>,905.7
S48.919S,<9-10>,905.9
S01.90XS,<9-10>,906.0
S41.009S,<9-10>,906.1
S00.90XS,<9-10>,906.2
S00.93XS,<9-10>,906.3
S07.9XXS,<9-10>,906.4
T20.00XS,<9-10>,906.5
T23.009S,<9-10>,906.6
T22.00XS,<9-10>,906.7
T21.00XS,<9-10>,906.8
S06.9X9S,<9-10>,907.0
S04.9XXS,<9-10>,907.1
S14.109S,<9-10>,907.2
S14.2XXS,<9-10>,907.3
S44.90XS,<9-10>,907.4
S74.90XS,<9-10>,907.5
